transaction_id,account_id,transaction_timestamp,transaction_type,merchant_id,merchant_name,merchant_category,amount,currency,transaction_status,card_present_flag,source_system
TXN00003182,ACC000250,2026-04-04T07:06:32,PURCHASE,M012,CVS,PHARMACY,78.82,USD,POSTED,N,CARD_PROCESSOR
TXN00003183,ACC000187,2026-02-10T22:48:05,PURCHASE,M002,Walmart,RETAIL,20.5,USD,POSTED,Y,CARD_PROCESSOR
TXN00003184,ACC000158,2026-03-07T09:47:15,PURCHASE,M007,Netflix,SUBSCRIPTION,59.89,USD,POSTED,Y,CARD_PROCESSOR
TXN00003185,ACC000117,2026-01-15T16:17:43,PURCHASE,M009,Best Buy,ELECTRONICS,82.59,USD,POSTED,N,CARD_PROCESSOR
TXN00003186,ACC000192,2026-01-10T13:59:35,PURCHASE,M002,Walmart,RETAIL,58.9,USD,POSTED,Y,CARD_PROCESSOR
TXN00003187,ACC000040,2026-02-07T21:11:52,PURCHASE,M007,Netflix,SUBSCRIPTION,36.74,USD,POSTED,N,CARD_PROCESSOR
TXN00003188,ACC000279,2026-06-29T18:02:08,PURCHASE,M006,Whole Foods,GROCERY,58.32,USD,POSTED,Y,CARD_PROCESSOR
TXN00003189,ACC000350,2026-04-03T13:42:42,PURCHASE,M001,Amazon,E_COMMERCE,53.77,USD,POSTED,Y,CARD_PROCESSOR
TXN00003190,ACC000177,2026-01-09T21:09:48,PURCHASE,M011,Airbnb,TRAVEL,92.08,USD,POSTED,Y,CARD_PROCESSOR
TXN00003191,ACC000302,2026-05-13T13:57:59,PURCHASE,M009,Best Buy,ELECTRONICS,85.52,USD,PENDING,N,CARD_PROCESSOR
TXN00003192,ACC000056,2026-06-02T06:21:01,PURCHASE,M005,Delta,TRAVEL,404.45,USD,DECLINED,Y,CARD_PROCESSOR
TXN00003193,ACC000279,2026-03-27T20:19:44,PURCHASE,M011,Airbnb,TRAVEL,338.05,USD,POSTED,N,CARD_PROCESSOR
TXN00003194,ACC000075,2026-02-20T06:19:38,PURCHASE,M002,Walmart,RETAIL,18.91,USD,REVERSED,N,CARD_PROCESSOR
TXN00003195,ACC000120,2026-02-27T02:38:43,PURCHASE,M009,Best Buy,ELECTRONICS,49.37,USD,POSTED,N,CARD_PROCESSOR
TXN00003196,ACC000133,2026-03-18T08:45:47,PURCHASE,M009,Best Buy,ELECTRONICS,6.09,USD,POSTED,N,CARD_PROCESSOR
TXN00003197,ACC000098,2026-05-23T04:25:29,PURCHASE,M002,Walmart,RETAIL,385.51,USD,POSTED,N,CARD_PROCESSOR
TXN00003198,ACC000157,2026-02-12T21:47:11,PURCHASE,M008,Shell,FUEL,12.78,USD,POSTED,N,CARD_PROCESSOR
TXN00003199,ACC000005,2026-01-15T04:46:29,PURCHASE,M004,Uber,TRANSPORT,47.34,USD,POSTED,N,CARD_PROCESSOR
TXN00003200,ACC000011,2026-02-15T08:54:06,PURCHASE,M005,Delta,TRAVEL,528.48,USD,POSTED,Y,CARD_PROCESSOR
TXN00003201,ACC000293,2026-06-06T06:04:17,PURCHASE,M006,Whole Foods,GROCERY,66.23,USD,POSTED,Y,CARD_PROCESSOR
TXN00003202,ACC000220,2026-05-22T20:37:22,PURCHASE,M002,Walmart,RETAIL,6.67,USD,PENDING,Y,CARD_PROCESSOR
TXN00003203,ACC000039,2026-06-04T23:59:11,PURCHASE,M008,Shell,FUEL,9.59,USD,POSTED,Y,CARD_PROCESSOR
TXN00003204,ACC000042,2026-06-19T16:20:22,PURCHASE,M004,Uber,TRANSPORT,187.08,USD,POSTED,N,CARD_PROCESSOR
TXN00003205,ACC000004,2026-03-12T14:07:57,PURCHASE,M002,Walmart,RETAIL,41.15,USD,POSTED,Y,CARD_PROCESSOR
TXN00003206,ACC000257,2026-02-06T17:52:26,PURCHASE,M008,Shell,FUEL,6.66,USD,POSTED,Y,CARD_PROCESSOR
TXN00003207,ACC000240,2026-02-22T12:46:24,PURCHASE,M012,CVS,PHARMACY,25.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00003208,ACC000182,2026-01-10T11:22:14,PURCHASE,M002,Walmart,RETAIL,132.79,USD,POSTED,Y,CARD_PROCESSOR
TXN00003209,ACC000022,2026-06-20T02:43:00,PURCHASE,M006,Whole Foods,GROCERY,13.73,USD,POSTED,N,CARD_PROCESSOR
TXN00003210,ACC000112,2026-05-31T05:27:18,PURCHASE,M001,Amazon,E_COMMERCE,13.43,USD,POSTED,N,CARD_PROCESSOR
TXN00003211,ACC000230,2026-03-03T08:36:38,PURCHASE,M006,Whole Foods,GROCERY,38.09,USD,POSTED,N,CARD_PROCESSOR
TXN00003212,ACC000265,2026-02-21T08:03:24,PURCHASE,M005,Delta,TRAVEL,377.83,USD,POSTED,N,CARD_PROCESSOR
TXN00003213,ACC000058,2026-02-06T13:43:59,PURCHASE,M007,Netflix,SUBSCRIPTION,32.42,USD,POSTED,Y,CARD_PROCESSOR
TXN00003214,ACC000358,2026-03-10T14:14:52,PURCHASE,M002,Walmart,RETAIL,61.77,USD,POSTED,N,CARD_PROCESSOR
TXN00003215,ACC000202,2026-07-03T10:34:30,PURCHASE,M009,Best Buy,ELECTRONICS,15.74,USD,POSTED,Y,CARD_PROCESSOR
TXN00003216,ACC000356,2026-01-06T05:06:48,PURCHASE,M010,Starbucks,DINING,23.85,USD,POSTED,Y,CARD_PROCESSOR
TXN00003217,ACC000225,2026-01-05T21:37:15,PURCHASE,M012,CVS,PHARMACY,9.06,USD,POSTED,N,CARD_PROCESSOR
TXN00003218,ACC000067,2026-05-29T05:52:50,PURCHASE,M012,CVS,PHARMACY,4.67,USD,POSTED,Y,CARD_PROCESSOR
TXN00003219,ACC000158,2026-01-25T14:15:08,PURCHASE,M007,Netflix,SUBSCRIPTION,69.99,USD,PENDING,N,CARD_PROCESSOR
TXN00003220,ACC000109,2026-06-04T15:42:09,PURCHASE,M012,CVS,PHARMACY,18.68,USD,POSTED,N,CARD_PROCESSOR
TXN00003221,ACC000091,2026-02-06T00:07:38,PURCHASE,M001,Amazon,E_COMMERCE,39.88,USD,POSTED,N,CARD_PROCESSOR
TXN00003222,ACC000191,2026-03-14T17:45:48,PURCHASE,M004,Uber,TRANSPORT,24.52,USD,POSTED,N,CARD_PROCESSOR
TXN00003223,ACC000064,2026-05-30T15:56:28,PURCHASE,M011,Airbnb,TRAVEL,341.48,USD,POSTED,N,CARD_PROCESSOR
TXN00003224,ACC000010,2026-01-14T01:48:39,PURCHASE,M009,Best Buy,ELECTRONICS,6.75,USD,POSTED,N,CARD_PROCESSOR
TXN00003225,ACC000172,2026-02-20T11:28:25,PURCHASE,M008,Shell,FUEL,6.94,USD,POSTED,Y,CARD_PROCESSOR
TXN00003226,ACC000328,2026-02-22T15:01:50,PURCHASE,M005,Delta,TRAVEL,288.42,USD,POSTED,Y,CARD_PROCESSOR
TXN00003227,ACC000148,2026-01-15T23:28:58,PURCHASE,M006,Whole Foods,GROCERY,34.82,USD,POSTED,Y,CARD_PROCESSOR
TXN00003228,ACC000084,2026-04-18T00:13:10,PURCHASE,M004,Uber,TRANSPORT,29.47,USD,POSTED,Y,CARD_PROCESSOR
TXN00003229,ACC000096,2026-02-13T12:13:11,PURCHASE,M006,Whole Foods,GROCERY,44.69,USD,POSTED,N,CARD_PROCESSOR
TXN00003230,ACC000104,2026-05-20T01:01:31,PURCHASE,M003,Target,RETAIL,96.5,USD,POSTED,N,CARD_PROCESSOR
TXN00003231,ACC000020,2026-04-10T09:00:17,PURCHASE,M002,Walmart,RETAIL,146.49,USD,POSTED,N,CARD_PROCESSOR
TXN00003232,ACC000305,2026-05-22T04:08:11,PURCHASE,M003,Target,RETAIL,26.01,USD,POSTED,N,CARD_PROCESSOR
TXN00003233,ACC000341,2026-01-27T00:57:27,PURCHASE,M011,Airbnb,TRAVEL,1001.06,USD,POSTED,N,CARD_PROCESSOR
TXN00003234,ACC000240,2026-02-04T02:13:03,PURCHASE,M002,Walmart,RETAIL,19.87,USD,DECLINED,N,CARD_PROCESSOR
TXN00003235,ACC000210,2026-04-29T20:12:25,PURCHASE,M005,Delta,TRAVEL,371.38,USD,POSTED,N,CARD_PROCESSOR
TXN00003236,ACC000033,2026-06-24T02:49:51,CASH_ADVANCE,M012,CVS,PHARMACY,90.88,USD,DECLINED,Y,CARD_PROCESSOR
TXN00003237,ACC000200,2026-01-04T21:07:17,PURCHASE,M008,Shell,FUEL,38.99,USD,POSTED,N,CARD_PROCESSOR
TXN00003238,ACC000347,2026-01-28T09:08:03,PURCHASE,M006,Whole Foods,GROCERY,8.28,USD,POSTED,Y,CARD_PROCESSOR
TXN00003239,ACC000007,2026-02-17T19:42:56,PURCHASE,M004,Uber,TRANSPORT,65.12,USD,POSTED,Y,CARD_PROCESSOR
TXN00003240,ACC000311,2026-01-10T12:42:09,PURCHASE,M009,Best Buy,ELECTRONICS,337.31,USD,POSTED,N,CARD_PROCESSOR
TXN00003241,ACC000108,2026-04-21T17:48:12,PURCHASE,M001,Amazon,E_COMMERCE,48.32,USD,POSTED,N,CARD_PROCESSOR
TXN00003242,ACC000012,2026-07-08T15:41:01,PURCHASE,M002,Walmart,RETAIL,51.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00003243,ACC000321,2026-02-01T00:37:57,PURCHASE,M011,Airbnb,TRAVEL,36.88,USD,POSTED,N,CARD_PROCESSOR
TXN00003244,ACC000267,2026-03-20T12:40:58,PURCHASE,M005,Delta,TRAVEL,676.05,USD,REVERSED,Y,CARD_PROCESSOR
TXN00003245,ACC000174,2026-05-11T16:33:05,PURCHASE,M004,Uber,TRANSPORT,87.15,USD,POSTED,Y,CARD_PROCESSOR
TXN00003246,ACC000350,2026-04-06T15:02:32,PURCHASE,M006,Whole Foods,GROCERY,32.45,USD,POSTED,Y,CARD_PROCESSOR
TXN00003247,ACC000311,2026-02-16T14:53:20,PURCHASE,M007,Netflix,SUBSCRIPTION,6.35,USD,DECLINED,Y,CARD_PROCESSOR
TXN00003248,ACC000269,2026-02-18T23:06:31,CASH_ADVANCE,M001,Amazon,E_COMMERCE,52.62,USD,POSTED,N,CARD_PROCESSOR
TXN00003249,ACC000180,2026-01-28T09:40:07,PURCHASE,M011,Airbnb,TRAVEL,49.25,USD,POSTED,Y,CARD_PROCESSOR
TXN00003250,ACC000083,2026-05-10T16:09:50,PURCHASE,M010,Starbucks,DINING,17.3,USD,POSTED,N,CARD_PROCESSOR
TXN00003251,ACC000021,2026-07-04T22:50:17,PURCHASE,M006,Whole Foods,GROCERY,60.18,USD,POSTED,N,CARD_PROCESSOR
TXN00003252,ACC000138,2026-03-06T07:49:43,PURCHASE,M008,Shell,FUEL,28.84,USD,DECLINED,N,CARD_PROCESSOR
TXN00003253,ACC000107,2026-01-20T06:51:39,PURCHASE,M005,Delta,TRAVEL,96.12,USD,POSTED,Y,CARD_PROCESSOR
TXN00003254,ACC000229,2026-01-17T03:57:21,PURCHASE,M002,Walmart,RETAIL,59.06,USD,PENDING,Y,CARD_PROCESSOR
TXN00003255,ACC000246,2026-03-07T16:47:38,PURCHASE,M004,Uber,TRANSPORT,59.21,USD,POSTED,N,CARD_PROCESSOR
TXN00003256,ACC000067,2026-03-24T12:42:22,PURCHASE,M005,Delta,TRAVEL,355.84,USD,REVERSED,Y,CARD_PROCESSOR
TXN00003257,ACC000360,2026-04-12T18:38:09,PURCHASE,M002,Walmart,RETAIL,38.18,USD,POSTED,Y,CARD_PROCESSOR
TXN00003258,ACC000010,2026-06-15T19:01:49,PURCHASE,M009,Best Buy,ELECTRONICS,82.27,USD,POSTED,N,CARD_PROCESSOR
TXN00003259,ACC000302,2026-04-04T17:15:17,PURCHASE,M011,Airbnb,TRAVEL,1650.68,USD,POSTED,Y,CARD_PROCESSOR
TXN00003260,ACC000150,2026-05-11T22:36:12,PURCHASE,M002,Walmart,RETAIL,13.64,USD,POSTED,Y,CARD_PROCESSOR
TXN00003261,ACC000239,2026-04-30T07:28:19,PURCHASE,M002,Walmart,RETAIL,17.2,USD,POSTED,N,CARD_PROCESSOR
TXN00003262,ACC000124,2026-02-21T02:50:48,PURCHASE,M007,Netflix,SUBSCRIPTION,19.94,USD,POSTED,N,CARD_PROCESSOR
TXN00003263,ACC000075,2026-05-31T07:20:00,PURCHASE,M003,Target,RETAIL,4.15,USD,POSTED,Y,CARD_PROCESSOR
TXN00003264,ACC000156,2026-01-29T23:49:50,PURCHASE,M010,Starbucks,DINING,12.09,USD,POSTED,N,CARD_PROCESSOR
TXN00003265,ACC000110,2026-06-26T14:49:22,PURCHASE,M009,Best Buy,ELECTRONICS,36.76,USD,PENDING,N,CARD_PROCESSOR
TXN00003266,ACC000359,2026-06-28T05:52:30,PURCHASE,M003,Target,RETAIL,112.58,USD,POSTED,Y,CARD_PROCESSOR
TXN00003267,ACC000204,2026-02-23T23:59:57,PURCHASE,M006,Whole Foods,GROCERY,41.07,USD,POSTED,Y,CARD_PROCESSOR
TXN00003268,ACC000051,2026-04-12T17:43:10,PURCHASE,M004,Uber,TRANSPORT,13.41,USD,POSTED,N,CARD_PROCESSOR
TXN00003269,ACC000224,2026-02-09T18:36:04,PURCHASE,M001,Amazon,E_COMMERCE,32.16,USD,POSTED,N,CARD_PROCESSOR
TXN00003270,ACC000292,2026-01-19T00:08:18,PURCHASE,M009,Best Buy,ELECTRONICS,24.89,USD,POSTED,Y,CARD_PROCESSOR
TXN00003271,ACC000096,2026-05-11T08:51:35,PURCHASE,M009,Best Buy,ELECTRONICS,25.5,USD,POSTED,Y,CARD_PROCESSOR
TXN00003272,ACC000033,2026-02-09T06:41:35,PURCHASE,M009,Best Buy,ELECTRONICS,133.29,USD,POSTED,N,CARD_PROCESSOR
TXN00003273,ACC000142,2026-03-23T08:55:23,PURCHASE,M010,Starbucks,DINING,87.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00003274,ACC000025,2026-02-12T23:01:21,PURCHASE,M008,Shell,FUEL,16.43,USD,POSTED,N,CARD_PROCESSOR
TXN00003275,ACC000239,2026-02-10T08:25:03,PURCHASE,M011,Airbnb,TRAVEL,71.83,USD,POSTED,Y,CARD_PROCESSOR
TXN00003276,ACC000049,2026-06-30T02:49:12,PURCHASE,M005,Delta,TRAVEL,1033.29,USD,POSTED,Y,CARD_PROCESSOR
TXN00003277,ACC000023,2026-02-21T15:17:07,PURCHASE,M009,Best Buy,ELECTRONICS,8.06,USD,POSTED,Y,CARD_PROCESSOR
TXN00003278,ACC000121,2026-05-20T23:32:23,PURCHASE,M008,Shell,FUEL,136.93,USD,PENDING,Y,CARD_PROCESSOR
TXN00003279,ACC000250,2026-04-15T00:55:20,PURCHASE,M008,Shell,FUEL,80.7,USD,POSTED,Y,CARD_PROCESSOR
TXN00003280,ACC000236,2026-05-02T10:37:23,PURCHASE,M006,Whole Foods,GROCERY,9.55,USD,POSTED,N,CARD_PROCESSOR
TXN00003281,ACC000225,2026-03-04T08:58:41,PURCHASE,M012,CVS,PHARMACY,25.73,USD,POSTED,N,CARD_PROCESSOR
TXN00003282,ACC000199,2026-03-29T17:32:37,PURCHASE,M004,Uber,TRANSPORT,24.95,USD,POSTED,Y,CARD_PROCESSOR
TXN00003283,ACC000337,2026-03-28T18:23:24,PURCHASE,M005,Delta,TRAVEL,159.03,USD,POSTED,Y,CARD_PROCESSOR
TXN00003284,ACC000244,2026-03-21T19:42:32,PURCHASE,M005,Delta,TRAVEL,65.09,USD,POSTED,N,CARD_PROCESSOR
TXN00003285,ACC000182,2026-02-16T12:47:39,PURCHASE,M001,Amazon,E_COMMERCE,84.38,USD,POSTED,N,CARD_PROCESSOR
TXN00003286,ACC000285,2026-06-08T12:07:09,PURCHASE,M003,Target,RETAIL,110.45,USD,POSTED,N,CARD_PROCESSOR
TXN00003287,ACC000061,2026-01-01T08:31:30,PURCHASE,M012,CVS,PHARMACY,27.66,USD,POSTED,Y,CARD_PROCESSOR
TXN00003288,ACC000127,2026-07-05T01:07:36,PURCHASE,M009,Best Buy,ELECTRONICS,17.11,USD,POSTED,Y,CARD_PROCESSOR
TXN00003289,ACC000283,2026-04-07T11:36:28,PURCHASE,M012,CVS,PHARMACY,23.27,USD,POSTED,Y,CARD_PROCESSOR
TXN00003290,ACC000339,2026-04-29T00:06:43,PURCHASE,M010,Starbucks,DINING,56.42,USD,POSTED,Y,CARD_PROCESSOR
TXN00003291,ACC000072,2026-03-19T01:10:30,PURCHASE,M010,Starbucks,DINING,11.23,USD,POSTED,N,CARD_PROCESSOR
TXN00003292,ACC000025,2026-04-14T13:35:52,PURCHASE,M002,Walmart,RETAIL,28.8,USD,POSTED,Y,CARD_PROCESSOR
TXN00003293,ACC000350,2026-05-23T02:35:37,PURCHASE,M003,Target,RETAIL,78.54,USD,POSTED,N,CARD_PROCESSOR
TXN00003294,ACC000034,2026-03-22T17:26:03,PURCHASE,M006,Whole Foods,GROCERY,5.71,USD,POSTED,Y,CARD_PROCESSOR
TXN00003295,ACC000030,2026-04-14T00:14:28,PURCHASE,M010,Starbucks,DINING,218.29,USD,POSTED,N,CARD_PROCESSOR
TXN00003296,ACC000038,2026-03-29T07:03:05,PURCHASE,M011,Airbnb,TRAVEL,733.33,USD,POSTED,N,CARD_PROCESSOR
TXN00003297,ACC000209,2026-06-03T16:51:29,PURCHASE,M007,Netflix,SUBSCRIPTION,48.53,USD,POSTED,N,CARD_PROCESSOR
TXN00003298,ACC000342,2026-03-26T16:40:53,PURCHASE,M008,Shell,FUEL,8.31,USD,POSTED,N,CARD_PROCESSOR
TXN00003299,ACC000306,2026-03-10T06:34:39,PURCHASE,M004,Uber,TRANSPORT,26.46,USD,POSTED,Y,CARD_PROCESSOR
TXN00003300,ACC000348,2026-06-05T21:26:17,PURCHASE,M005,Delta,TRAVEL,173.0,USD,POSTED,Y,CARD_PROCESSOR
TXN00003301,ACC000284,2026-03-23T18:50:33,PURCHASE,M008,Shell,FUEL,37.9,USD,POSTED,N,CARD_PROCESSOR
TXN00003302,ACC000127,2026-05-15T16:11:55,PURCHASE,M005,Delta,TRAVEL,146.58,USD,PENDING,Y,CARD_PROCESSOR
TXN00003303,ACC000249,2026-01-15T05:59:49,PURCHASE,M010,Starbucks,DINING,3.4,USD,POSTED,N,CARD_PROCESSOR
TXN00003304,ACC000165,2026-01-18T05:56:47,CASH_ADVANCE,M004,Uber,TRANSPORT,13.63,USD,POSTED,N,CARD_PROCESSOR
TXN00003305,ACC000244,2026-06-06T21:43:13,PURCHASE,M010,Starbucks,DINING,13.45,USD,POSTED,N,CARD_PROCESSOR
TXN00003306,ACC000074,2026-01-15T13:53:35,REFUND,M004,Uber,TRANSPORT,-4.93,USD,POSTED,Y,CARD_PROCESSOR
TXN00003307,ACC000358,2026-04-05T03:58:27,REFUND,M011,Airbnb,TRAVEL,-55.62,USD,REVERSED,N,CARD_PROCESSOR
TXN00003308,ACC000320,2026-06-27T23:26:18,PURCHASE,M011,Airbnb,TRAVEL,142.88,USD,POSTED,N,CARD_PROCESSOR
TXN00003309,ACC000124,2026-01-21T21:27:27,PURCHASE,M008,Shell,FUEL,27.23,USD,POSTED,Y,CARD_PROCESSOR
TXN00003310,ACC000074,2026-06-04T11:07:53,PURCHASE,M001,Amazon,E_COMMERCE,14.01,USD,POSTED,N,CARD_PROCESSOR
TXN00003311,ACC000167,2026-05-24T19:14:08,REFUND,M004,Uber,TRANSPORT,-26.77,USD,POSTED,N,CARD_PROCESSOR
TXN00003312,ACC000216,2026-03-11T19:52:32,PURCHASE,M008,Shell,FUEL,41.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00003313,ACC000286,2026-05-13T15:25:58,PURCHASE,M008,Shell,FUEL,36.18,USD,POSTED,N,CARD_PROCESSOR
TXN00003314,ACC000337,2026-06-25T10:14:50,PURCHASE,M001,Amazon,E_COMMERCE,64.88,USD,POSTED,N,CARD_PROCESSOR
TXN00003315,ACC000077,2026-03-18T09:55:42,PURCHASE,M006,Whole Foods,GROCERY,24.15,USD,POSTED,N,CARD_PROCESSOR
TXN00003316,ACC000144,2026-06-16T05:56:19,PURCHASE,M008,Shell,FUEL,37.25,USD,POSTED,Y,CARD_PROCESSOR
TXN00003317,ACC000339,2026-06-06T04:30:40,PURCHASE,M004,Uber,TRANSPORT,109.7,USD,POSTED,Y,CARD_PROCESSOR
TXN00003318,ACC000309,2026-02-28T11:26:15,PURCHASE,M001,Amazon,E_COMMERCE,1.76,USD,POSTED,Y,CARD_PROCESSOR
TXN00003319,ACC000309,2026-06-15T13:32:49,PURCHASE,M011,Airbnb,TRAVEL,111.56,USD,POSTED,Y,CARD_PROCESSOR
TXN00003320,ACC000106,2026-06-17T22:43:20,PURCHASE,M010,Starbucks,DINING,2.79,USD,REVERSED,N,CARD_PROCESSOR
TXN00003321,ACC000250,2026-05-03T11:05:08,PURCHASE,M010,Starbucks,DINING,389.77,USD,POSTED,N,CARD_PROCESSOR
TXN00003322,ACC000265,2026-05-13T14:40:55,PURCHASE,M002,Walmart,RETAIL,13.18,USD,POSTED,N,CARD_PROCESSOR
TXN00003323,ACC000039,2026-03-01T08:14:42,PURCHASE,M007,Netflix,SUBSCRIPTION,70.09,USD,POSTED,Y,CARD_PROCESSOR
TXN00003324,ACC000110,2026-04-15T04:43:36,PURCHASE,M003,Target,RETAIL,5.11,USD,POSTED,N,CARD_PROCESSOR
TXN00003325,ACC000224,2026-04-04T10:04:41,PURCHASE,M007,Netflix,SUBSCRIPTION,40.85,USD,POSTED,N,CARD_PROCESSOR
TXN00003326,ACC000152,2026-03-07T20:30:12,PURCHASE,M004,Uber,TRANSPORT,47.5,USD,POSTED,N,CARD_PROCESSOR
TXN00003327,ACC000094,2026-05-19T23:44:38,PURCHASE,M001,Amazon,E_COMMERCE,10.15,USD,POSTED,Y,CARD_PROCESSOR
TXN00003328,ACC000293,2026-01-07T21:27:10,PURCHASE,M001,Amazon,E_COMMERCE,16.3,USD,POSTED,N,CARD_PROCESSOR
TXN00003329,ACC000289,2026-06-08T15:14:48,PURCHASE,M007,Netflix,SUBSCRIPTION,39.49,USD,POSTED,Y,CARD_PROCESSOR
TXN00003330,ACC000105,2026-03-22T04:50:36,PURCHASE,M002,Walmart,RETAIL,12.74,USD,POSTED,N,CARD_PROCESSOR
TXN00003331,ACC000285,2026-01-24T23:43:33,PURCHASE,M007,Netflix,SUBSCRIPTION,92.4,USD,POSTED,Y,CARD_PROCESSOR
TXN00003332,ACC000138,2026-03-03T11:58:06,PURCHASE,M004,Uber,TRANSPORT,16.55,USD,POSTED,Y,CARD_PROCESSOR
TXN00003333,ACC000304,2026-03-07T11:40:06,PURCHASE,M005,Delta,TRAVEL,9.95,USD,POSTED,Y,CARD_PROCESSOR
TXN00003334,ACC000318,2026-04-04T01:55:53,PURCHASE,M012,CVS,PHARMACY,57.53,USD,POSTED,N,CARD_PROCESSOR
TXN00003335,ACC000036,2026-06-16T17:43:30,PURCHASE,M011,Airbnb,TRAVEL,1523.96,USD,POSTED,N,CARD_PROCESSOR
TXN00003336,ACC000350,2026-04-05T13:10:48,PURCHASE,M007,Netflix,SUBSCRIPTION,7.49,USD,POSTED,Y,CARD_PROCESSOR
TXN00003337,ACC000125,2026-03-13T14:58:37,PURCHASE,M009,Best Buy,ELECTRONICS,30.16,USD,POSTED,Y,CARD_PROCESSOR
TXN00003338,ACC000333,2026-06-08T06:17:40,PURCHASE,M009,Best Buy,ELECTRONICS,67.98,USD,PENDING,Y,CARD_PROCESSOR
TXN00003339,ACC000187,2026-03-28T23:19:27,PURCHASE,M004,Uber,TRANSPORT,20.13,USD,DECLINED,N,CARD_PROCESSOR
TXN00003340,ACC000071,2026-06-21T15:23:41,PURCHASE,M009,Best Buy,ELECTRONICS,146.29,USD,REVERSED,Y,CARD_PROCESSOR
TXN00003341,ACC000142,2026-03-14T16:33:07,PURCHASE,M009,Best Buy,ELECTRONICS,5.15,USD,POSTED,N,CARD_PROCESSOR
TXN00003342,ACC000341,2026-05-09T11:33:08,PURCHASE,M002,Walmart,RETAIL,234.54,USD,POSTED,N,CARD_PROCESSOR
TXN00003343,ACC000177,2026-04-17T12:47:28,PURCHASE,M005,Delta,TRAVEL,372.78,USD,POSTED,N,CARD_PROCESSOR
TXN00003344,ACC000328,2026-02-25T23:16:18,PURCHASE,M008,Shell,FUEL,28.38,USD,POSTED,N,CARD_PROCESSOR
TXN00003345,ACC000294,2026-04-07T11:15:50,PURCHASE,M005,Delta,TRAVEL,31.73,USD,POSTED,Y,CARD_PROCESSOR
TXN00003346,ACC000302,2026-06-26T11:39:57,PURCHASE,M001,Amazon,E_COMMERCE,39.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00003347,ACC000318,2026-01-13T17:11:28,PURCHASE,M006,Whole Foods,GROCERY,37.96,USD,POSTED,Y,CARD_PROCESSOR
TXN00003348,ACC000321,2026-01-10T08:44:03,PURCHASE,M001,Amazon,E_COMMERCE,111.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00003349,ACC000343,2026-04-10T05:10:36,PURCHASE,M003,Target,RETAIL,9.8,USD,POSTED,N,CARD_PROCESSOR
TXN00003350,ACC000213,2026-05-10T10:58:42,PURCHASE,M003,Target,RETAIL,44.35,USD,POSTED,N,CARD_PROCESSOR
TXN00003351,ACC000301,2026-02-26T08:21:12,PURCHASE,M012,CVS,PHARMACY,49.74,USD,POSTED,Y,CARD_PROCESSOR
TXN00003352,ACC000320,2026-03-31T02:53:33,PURCHASE,M011,Airbnb,TRAVEL,806.84,USD,POSTED,Y,CARD_PROCESSOR
TXN00003353,ACC000292,2026-06-23T20:36:09,PURCHASE,M001,Amazon,E_COMMERCE,23.7,USD,POSTED,N,CARD_PROCESSOR
TXN00003354,ACC000286,2026-01-04T02:35:30,PURCHASE,M004,Uber,TRANSPORT,42.04,USD,POSTED,N,CARD_PROCESSOR
TXN00003355,ACC000224,2026-06-27T00:38:43,PURCHASE,M011,Airbnb,TRAVEL,1580.45,USD,POSTED,N,CARD_PROCESSOR
TXN00003356,ACC000353,2026-01-01T07:37:00,PURCHASE,M008,Shell,FUEL,119.09,USD,POSTED,N,CARD_PROCESSOR
TXN00003357,ACC000200,2026-04-26T11:56:59,PURCHASE,M009,Best Buy,ELECTRONICS,5.35,USD,POSTED,Y,CARD_PROCESSOR
TXN00003358,ACC000267,2026-06-19T04:37:09,PURCHASE,M006,Whole Foods,GROCERY,9.03,USD,PENDING,N,CARD_PROCESSOR
TXN00003359,ACC000162,2026-05-29T00:45:35,PURCHASE,M004,Uber,TRANSPORT,122.53,USD,POSTED,N,CARD_PROCESSOR
TXN00003360,ACC000106,2026-02-12T01:30:30,PURCHASE,M010,Starbucks,DINING,6.53,USD,PENDING,N,CARD_PROCESSOR
TXN00003361,ACC000008,2026-05-03T08:34:30,PURCHASE,M011,Airbnb,TRAVEL,194.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00003362,ACC000067,2026-02-16T02:06:32,PURCHASE,M002,Walmart,RETAIL,204.13,USD,POSTED,Y,CARD_PROCESSOR
TXN00003363,ACC000220,2026-06-11T09:11:58,CASH_ADVANCE,M010,Starbucks,DINING,4.56,USD,POSTED,N,CARD_PROCESSOR
TXN00003364,ACC000155,2026-01-17T01:03:46,PURCHASE,M008,Shell,FUEL,31.65,USD,POSTED,N,CARD_PROCESSOR
TXN00003365,ACC000205,2026-06-29T00:54:28,PURCHASE,M003,Target,RETAIL,36.01,USD,PENDING,Y,CARD_PROCESSOR
TXN00003366,ACC000007,2026-01-02T02:44:21,PURCHASE,M011,Airbnb,TRAVEL,377.22,USD,POSTED,Y,CARD_PROCESSOR
TXN00003367,ACC000315,2026-01-16T17:55:25,PURCHASE,M001,Amazon,E_COMMERCE,5.35,USD,POSTED,N,CARD_PROCESSOR
